"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"LKA",2001,3759.51036338267795440,1394091.806115842600391
"LSO",2001,1.1400521308257381,374.944173412828751
"LTU",2001,7961.687395218784204924,2073082.969212846846880
"LUX",2001,68.60969196732205676,30504.56167973336013
"LVA",2001,24907.62112447596028058,6198743.603506703508596
"MAC",2001,1.4280703393370224,0.0
"MAF",2001,2.12365598472005213,741.410249798841984
"MAR",2001,1868.28860588490678480,504810.0073863544498523
"MDA",2001,146.68806072638889583,36277.787839952039539
"MDG",2001,86956.83269885376740838,42097202.6729316039232765
"MDV",2001,4.74348726237535324,364.70163651469689
"MEX",2001,158302.98849059750308866,51553742.23248839070193521
"MKD",2001,2059.864143129810567023,605613.6082702970600014
"MLI",2001,347.87068810634837361,164508.190592974535177
"MLT",2001,1.25191253759982640,300.008115859458506
"MMR",2001,44804.23912730838049507,22725812.39027966965985650
"MNE",2001,858.492080523285755345,319633.057961330763988
"MNG",2001,21056.722644028129858580,4629283.221308830154947
"MOZ",2001,60936.64967623506002632,19891960.36104067164712085
"MRT",2001,31.8384353674479,8044.754277624879
"MSR",2001,7.07855530550021338,2830.59299401853688
"MTQ",2001,192.96524826149411683,90372.303006446487698
"MUS",2001,156.58138352473958850,82037.003247195186529
"MWI",2001,2488.28077045018683711,950437.9000456689290342
"MYS",2001,332497.42453449689394271,133004214.37668451140396214
"MYT",2001,31.30269366676486839,15838.43733304493516
"NAM",2001,417.51246074281114520,91063.286842599680986
"NCL",2001,697.92109943515185412,270753.415096252846751
"NER",2001,0.1501956647981771,25.598531300873628
"NGA",2001,43386.49462046711323776,14437939.4716177338895679
"NIC",2001,44109.79204906128542689,20267481.5601060333111250
"NLD",2001,736.421623385082575586,259404.30217041650480546
"NOR",2001,22445.941399308055044120,4451249.9531361610835174
"NPL",2001,1523.19475188062408386,854431.0949292887431692
"NZL",2001,50528.282390250865542170,20588327.667604371796147
"PAK",2001,217.77039508557187795,72047.8442551736615715
"PAN",2001,18264.10740919913243514,9346874.4935895513057739
"PER",2001,86013.86649075317434151,52807209.3786089203269267
"PHL",2001,35165.19170445453037083,18820546.65561869231754254
"PLW",2001,52.11206111851318814,37863.092227570738823
"PNG",2001,36005.13509686907732270,25219368.960799297292790
"POL",2001,19066.102075186499440004,5463951.821098167180335
"PRI",2001,1252.36223113046431720,529425.508881981812189
"PRK",2001,11945.60948784414657033,2487198.871878662006410
"PRT",2001,24405.379822218446028036,6182133.42657650731775477
"PRY",2001,150238.73294175840496480,36818855.7860359895627515
"PSE",2001,2.21930227762912345,524.3781690727024257
"REU",2001,28.61721413183485416,14474.406277636425816
"ROU",2001,17535.528792152408607026,6763983.022932933756091
"RUS",2001,1826602.995425981468221064,288121865.708899003380900
"RWA",2001,1516.76632078318558220,607721.863963494848214
"SDN",2001,26.94295315939506967,8160.719581526799625
"SEN",2001,70.59427484556965821,38766.042926083395839
"SGP",2001,43.45389467109232907,13117.2499636434818753
"SLB",2001,2187.11744400427385400,1590854.329713881869155
"SLE",2001,18596.42529867070384862,7045594.680684987271201
"SLV",2001,9499.39162403649737766,3460118.9793072699145754
"SOM",2001,339.30394592145469006,80100.397197744686770
"SRB",2001,2379.583400470303664396,938537.606245834114870
"SSD",2001,4906.03399268180580197,1305421.699979818172659
"STP",2001,77.22190501909937062,46576.805462668809975
"SUR",2001,3688.94705198509182991,2674768.736939636800085
"SVK",2001,3897.393158987233674326,1544277.852152516303549
"SVN",2001,615.46031050992626291,255689.76861719469040097
"SWE",2001,144927.226590871863109939,27572321.1653920187618929
"SWZ",2001,6734.85371066160954687,3774686.993036894177521
"SXM",2001,1.31828367657335088,1061.85304905002823
"SYC",2001,0.37957476803710943,120.38084076463429
"SYR",2001,267.23529473377173355,64831.515146201407226
"TCA",2001,7.72720304957899673,1369.884581085653117
"TCD",2001,883.62647992843092674,367991.892192812286998
"TGO",2001,2776.23061621778468146,742037.416383851909283
"THA",2001,36101.94358725054047455,18368307.0908449390033404
"TJK",2001,61.53772784660808510,15563.040605304632316
"TKM",2001,46.21279328986979582,10810.62343612508374
"TLS",2001,677.42615990795256885,387975.272110923455083
"TTO",2001,1829.09603509258392700,873445.105222609160581
"TUN",2001,230.670434671317364064,59031.887121399424214
"TUR",2001,22910.005489403324261634,5258788.19319440555296908
"TWN",2001,1159.06811633786227591,587435.959418800248986
"TZA",2001,82214.20404098215460776,29303449.796750267388684
"UGA",2001,29658.94721765360550932,11560010.556580553497209
"UKR",2001,28826.38019728821618047,8938030.486977520265373
"UMI",2001,2.119710680208334,0.0
"URY",2001,7647.45272255517552055,1749314.7492024015630092
"USA",2001,1943318.744012064759246348,622169484.2888940840069529
"UZB",2001,294.820902006369319845,66760.1120228023976676
"VCT",2001,6.89654577944444649,3432.118950609023516
"VEN",2001,123881.14411700143334216,50367335.826029850963774
"VGB",2001,4.09250116765733561,1601.158512037577307
"VIR",2001,122.51337074738814652,45290.399448602688619
"VNM",2001,47433.13018443483823146,23021538.74609731244440249
"VUT",2001,124.33329790796278086,70389.411713463604721
"XAD",2001,1.64898926218967011,382.71232239489356974
"XCA",2001,9.73525115689236113,352.238545868525472
"XKO",2001,1122.20542860875869446,444640.90079082279124
"XNC",2001,17.66158321665146734,4908.941633487778644
"ZAF",2001,77644.69059923521848476,37428338.441175885537335
"ZMB",2001,30123.72710407748279596,12200217.466251743422607
"ZWE",2001,8205.93418504906693564,3098888.093806936521977
"ABW",2002,0.5261077315597873,27.988711140381564
"AFG",2002,178.64036384750659635,38859.82546763809387225
"AGO",2002,61034.22726588154986796,20299187.041802960554499
"AIA",2002,0.14632965079969618,29.610575261790263
"ALA",2002,277.81987705597885571,55005.406518212288067
"ALB",2002,889.51711548118736776,338698.0113558139715042
"AND",2002,1.255022223528645891,507.492626940556225
"ARG",2002,105001.862245904264496960,25377671.3823500171444731
"ARM",2002,172.538591177832009140,51702.627493374783759
"ATG",2002,17.65604165254339846,5276.164717929538644
"AUS",2002,312150.162683731533959160,36670865.83113323048658236
"AUT",2002,10902.14987705539003341,4486380.051740396321505
"AZE",2002,1154.205942866087730664,285679.348456106051320
"BDI",2002,986.93621255276365209,312855.441954057044342
"BEL",2002,2348.390595657606395075,1088407.0013565546691931
"BEN",2002,3480.18734608748427531,970534.211046361751235
"BES",2002,2.10645745747395864,576.225009996672135
"BFA",2002,4.30291089982964457,146834.344968835893653
"BGD",2002,3995.28757381449550161,1924878.799066534309755
"BGR",2002,4638.738812430279089217,1278743.272544572768065
"BHS",2002,700.97613652112765109,197148.0100050059097427
"BIH",2002,692.65885582429877035,267085.08970379893737734
"BLR",2002,25383.415701560400566190,6914767.279522207513365
"BLZ",2002,13473.73051058965113583,6185804.111481354093046
"BMU",2002,0.71795940192491336,206.117643942300888
"BOL",2002,178807.97117096766019773,79888221.046331333720931
"BRA",2002,3507049.44035898343759338,1624101189.5148378312636639
"BRB",2002,11.39198156073676249,3343.753574967191283
"BRN",2002,1088.84559742039282861,664729.570297504181068
"BTN",2002,223.93488153847767982,122483.838802266048165
"BWA",2002,22.78899862536133028,3893.768590351054223
"CAF",2002,34417.72160764730865491,15614935.572101444489643
"CAN",2002,2316887.665334397060701304,838727146.3269111815286448
"CHE",2002,881.30390268821838825,409052.021325696084696
"CHL",2002,78080.972982225948199914,23258513.85915037505339165
"CHN",2002,249150.960080476161930234,95736746.0801914577009652
"CIV",2002,144559.90750920862302539,55683832.072809108323409
"CMR",2002,28766.95157050361242033,14836148.573526493210175
"COD",2002,514476.68819954627071517,278817380.488518839599569
"COG",2002,24310.14237997481893345,12543812.360864756131089
"COL",2002,182229.15244789637167521,96378010.3093920099289803
"COM",2002,41.20393423427083214,22498.366216073604475
"CPV",2002,22.8340030973209584,0.0
"CRI",2002,13289.14908610318518930,6188298.144770873820647
"CUB",2002,15035.84738320296435047,4104675.3857076478500238
"CUW",2002,1.27928368844021275,326.739532066659323
"CYM",2002,5.59824441707465284,1503.891341691862565
"CYP",2002,31.74324402105902787,7055.8358471190239144
"CZE",2002,6766.437908204675081930,2734314.7486346243794994
"DEU",2002,15303.262374892306683655,6466765.7439278861434138
"DMA",2002,11.87470803990722875,6881.684978158369696
"DNK",2002,1204.48993902527550232,292171.777003901021056
"DOM",2002,10435.97986966159043039,3792629.740536888348980
"DZA",2002,3009.833120644615925931,739994.140897948385274
"ECU",2002,29817.73771641332956167,17772196.9623495560502288
"EGY",2002,48.81325058289387865,16606.656839986434745
"ERI",2002,0.0,309.46234938578698
"ESP",2002,37699.019809631790195097,10714843.2231058759372734
"EST",2002,21918.386454010839252355,4949270.3003328432003438
"ETH",2002,13074.08740897558501386,5485488.337574028604660
"FIN",2002,142432.404048688529114894,26698221.2051802810937294
"FJI",2002,703.20993914144212839,352917.884404876048006
"FRA",2002,33888.397171838313860370,12829281.000514520049259
"GAB",2002,13851.84666166422546200,7917484.1514171172693785
"GBR",2002,20112.349959704279224996,7436889.2202973918358684
"GEO",2002,536.44219802509764058,191400.369188506557593
"GGY",2002,0.05034761749348959,8.84688673703465
"GHA",2002,78395.05298355680166257,32750503.130636047496256
"GIB",2002,0.12482941034722222,17.751542506478245
"GIN",2002,28933.47428987144511745,10752936.280550299379299
"GLP",2002,50.88541895781248971,19359.55075416090761
"GMB",2002,40.15764073967285628,22130.030311496119203
"GNB",2002,6073.79725892074418890,1838772.537144173997797
"GNQ",2002,2986.11054417865585260,1855232.648205129577054
"GRC",2002,5126.04931313856368766,1138251.0157735459408175
"GRD",2002,65.83774686305179668,34162.844406214256148
"GTM",2002,55600.93461324088541126,23456703.342094135673944
"GUF",2002,2496.70374892999998510,1874368.606567725893858
"GUY",2002,4827.39497919959918957,3054603.466415151682947
"HKG",2002,15.61155640833983914,6710.466056550196208
"HND",2002,31528.01232782935890974,13520359.914104330026669
"HRV",2002,2340.17949217620295234,785186.788909753740916
"HTI",2002,2120.38050483965715722,698723.5986438608071414
"HUN",2002,7711.037369613370896025,2689525.648369162047595
"IDN",2002,855275.86303372947508106,628290349.4353766696935320
"IMN",2002,13.6648597992252598,3495.00140655996495
"IND",2002,53005.48774299761421516,25903413.6300646865552576
"IRL",2002,5298.280939400565526061,2209032.159902033873931
"IRN",2002,557.752371047715844804,133165.1266447314961671
"IRQ",2002,10.62006031496093724,2203.94978130086699043
"ISR",2002,111.73067850196833919,26862.2060737661744822
"ITA",2002,10931.227553920798027373,2994848.3469567630121076
"JAM",2002,1647.57063707971534732,754938.860005346193873
"JEY",2002,0.81037389398871533,224.18420678364304
"JOR",2002,0.19610755832899306,54.127859486725556
"JPN",2002,26154.039833717141745074,9960965.618616222124431
"KAZ",2002,2952.306623724253766141,709559.5046019130259723
"KEN",2002,20287.52621999556050472,10056533.336611933203881
"KGZ",2002,305.45747979337460271,65886.75863598763023667
"KHM",2002,54862.07620041148755599,27529476.3856888851986505
"KNA",2002,19.79075057674370892,7520.77235395640062
"KOR",2002,4705.326871875226420844,1175202.52939341483906884
"LAO",2002,55936.73071271801186990,27825149.9724443344028328
"LBN",2002,81.20045903564670801,19382.626971714410833
"LBR",2002,56984.42382034004341422,26648464.856147798707720
"LBY",2002,40.24566353440216070,6062.424883078123057
"LCA",2002,10.91096809322157179,5621.37519950849407
"LKA",2002,3427.68038552577550875,1228143.063603222104162
"LSO",2002,2.68713956362955747,899.258119262335416
"LTU",2002,10344.838189749653298934,2721769.7505672821160688
"LUX",2002,90.45691516312284363,43326.765790998000607
"LVA",2002,29175.988194341301113692,7448035.555256832491840
"MAC",2002,0.9282073810199652,0.0
"MAF",2002,5.4188466741644978,1921.3280339417009
"MAR",2002,3923.51782711420618847,1091663.905112496064918
"MDA",2002,229.796420697358926574,61971.961259153436505
"MDG",2002,89317.51418674191097728,42899565.8570656927579836
"MDV",2002,4.5881549464838326,129.64272228063726
"MEX",2002,158834.12538162514865363,51607513.2653033400857334
"MKD",2002,890.183763545817513974,282976.7957177057915935
"MLI",2002,175.29044283416832760,67907.082895618919635
"MLT",2002,1.75296139854383685,410.60953051747067
"MMR",2002,66119.68070807989340615,33347158.3667237917510997
"MNE",2002,179.62077121498482740,73886.124175349250068
"MNG",2002,18728.019954931222002449,4761637.3714007695833243
"MOZ",2002,106658.33763229669020237,33465970.933370459100937
"MSR",2002,1.6227298703515624,843.02480091027443
"MTQ",2002,48.86224870985730951,23533.114119853307529
"MUS",2002,154.42996053033422225,77533.476976670470388
"MWI",2002,4189.57262799274175140,1688758.733658555142732
"MYS",2002,312553.78733276623069639,144023969.0537260376315425
"MYT",2002,20.86919036274685655,10937.579108329111094
"NAM",2002,108.00721822764762138,23738.227036829709766
"NCL",2002,626.86805878957347037,238070.922422918686043
"NER",2002,0.67641644358452689,124.759058974534750
"NGA",2002,32346.71006395439517918,11546192.303747954970601
"NIC",2002,54194.49468965790728243,26924555.2289281998281005
"NLD",2002,824.581358561846591617,286726.011062483725369
"NOR",2002,26635.753194630514072303,5538400.6515083386853856
"NPL",2002,2128.64330964951985514,1183634.5751886391371400
"NZL",2002,63227.927104107856876642,27443195.715650883219367
"PAK",2002,325.01175241535903021,113491.283586436516953
"PAN",2002,19200.13717900614329753,9473606.0788915563257708
"PER",2002,80452.08581872381585584,49128368.5395377193835723
"PHL",2002,32309.18926161449860753,17539558.4833322289367374
"PLW",2002,75.30077103790310944,57681.504938792032486
"PNG",2002,54575.50220283395628460,38265772.1048415358600352
"POL",2002,31070.139790375161210630,9241773.334634167519745
"PRI",2002,1168.09577750732074784,491603.899263842963820
"PRK",2002,5358.22720702521599718,1253443.893222131033442
"PRT",2002,34903.349145630421500362,8756077.2243718086224679
"PRY",2002,195124.63977320362143733,50509117.2382814621491369
"PSE",2002,1.83028711454861128,383.709921750261878
"REU",2002,502.66837523481273223,213660.724340840994560
"ROU",2002,16356.44545125871362272,6630173.988939402096669
"RUS",2002,2700384.153829603949368289,359386615.4260396994928567
"RWA",2002,941.33871804155336722,323764.334130583289037
"SDN",2002,76.10035581732963829,19621.394289256101166
"SEN",2002,164.43055442048605212,93460.4579887483925323
"SGP",2002,123.51699899680189904,44666.053646371157842
"SLB",2002,3866.10666760651572559,2886008.387988824061396
"SLE",2002,15310.24197184747846457,5384391.597969299708136
"SLV",2002,4666.50981707777748276,1773630.6085362489724235
"SMR",2002,0.11147912894097223,20.581332847548957
"SOM",2002,250.89133041983277464,53579.310824463459890
"SPM",2002,0.10585656288411457,3.082851641997561
"SRB",2002,1134.989088455742005546,447296.522942338979962
"SSD",2002,8148.67982430045089499,1980811.730971866535270
"SUR",2002,3717.47756239416580882,2697484.575832551283383
"SVK",2002,4015.732504555672143204,1737594.639175507013728
"SVN",2002,723.872507830798775475,307585.848958360803022
"SWE",2002,178264.080811749142348040,34394080.6429761222774181
"SWZ",2002,3800.76583825498660817,2297033.323826368940740
"SXM",2002,0.43942772264865451,118.506526661644452
"SYC",2002,0.22777533419704865,63.897342458493256
"SYR",2002,147.99919407007156915,39812.48003087682467
"TCA",2002,4.6520265174685327,877.8610680527089
"TCD",2002,1958.47582986403423598,587772.919727940262848
"TGO",2002,2020.78548264039281764,534935.681711380235014
"THA",2002,60882.18973660285608781,31196734.5397143464189037
"TJK",2002,36.63912048615885566,10038.2978784393319796
"TKM",2002,105.17874006195093338,28224.668014848422818
"TLS",2002,1604.59889774524466378,889264.531725195212409
"TTO",2002,726.07700934265694500,331545.118887928463342
"TUN",2002,243.87173866593113340,59493.215386543901499
"TUR",2002,25722.221416793744713730,5932168.7214307465949267
"TWN",2002,1004.57402174450844466,496630.2995864673583117
"TZA",2002,85080.90089418182068797,28160740.352110491517056
"UGA",2002,10840.69681271114030554,3672923.278400713248989
"UKR",2002,27077.019705616104700466,8129073.9057873760412109
"UMI",2002,6.5055330583268234,0.0
"URY",2002,6870.11867034835019972,1739726.5923433704392766
"USA",2002,2038435.691035676445578228,658254504.83918419219177988
"UZB",2002,265.23171881202259227,58050.152930183058904
"VCT",2002,7.94599894893229047,4019.482562848501023
"VEN",2002,90372.37707651261786712,34130931.830644995006507
"VGB",2002,2.99644155633463487,1199.331255183826317
"VIR",2002,20.90283313310437777,8425.10244126238416
"VNM",2002,49625.43782322293133880,23993061.2711573802091419
"VUT",2002,108.23964961372888080,59072.607471460291624
"XAD",2002,0.50720222672526049,143.61841902281665
"XCA",2002,23.393913964435765685,2012.998765349829149
"XKO",2002,214.90788225397573754,85581.149736860521081
"XNC",2002,3.34084741668836805,655.689313865105130
"ZAF",2002,47679.93414150707584414,23675554.870395697574530
"ZMB",2002,46240.24361343720132039,16580450.204929523906224
"ZWE",2002,8016.17085072597107898,2843428.047615008129073
"ABW",2003,0.977057600014106,66.37229485143479
"AFG",2003,244.33625517679333933,45740.836920978621985
"AGO",2003,52461.54546571230889054,16510730.3808514280506565
"AIA",2003,1.0977450849913193,181.25655349018146
"ALA",2003,220.77485519444662611,44237.5890938469026825
"ALB",2003,613.533964996035362316,178360.808418494618576
"AND",2003,0.34206364212673615,121.81472811232372
"ARG",2003,249155.006893010992534412,48861652.1906116514662619
"ARM",2003,395.816694918294170822,130005.875030998015229
"ATG",2003,17.07802261139322646,5373.373679248599459
"AUS",2003,373846.609083388845296479,59693292.88843682884300112
"AUT",2003,14475.694826398714095214,5807854.171196815311882
"AZE",2003,1039.341551161656851273,322884.275420795920427
"BDI",2003,1325.18331831434477953,494910.846377036700762
"BEL",2003,1889.777512645866899906,903235.880428193146192
"BEN",2003,3475.92641465023380607,987160.014208990484872
"BES",2003,16.15018967327257929,0.0
"BFA",2003,2.03824348379611579,778.1502592055466175
"BGD",2003,2159.45715834259499641,1024989.8050013540835335
"BGR",2003,5198.715557749341363225,1698327.646365036531449
"BHS",2003,274.23087625082042227,60791.1660704400646663
"BIH",2003,307.811411682658464516,116948.61996050607995116
"BLR",2003,32119.381563078970479376,9208734.0557168423565352
"BLZ",2003,6843.89617535529027772,3020956.900013865688211
"BMU",2003,0.13057024276475696,26.458292767185362
"BOL",2003,163759.09875803228326065,78095428.476636522052179
"BRA",2003,3248526.73442801016357618,1488845267.8791876672481835
"BRB",2003,2.99784938684027811,870.851783275626908
"BRN",2003,799.17672131736500169,472687.388191235661355
"BTN",2003,543.60076728639216579,262277.857088546693786
"BWA",2003,8.57255134383897605,1600.8245567642295974
"CAF",2003,13726.63787763482652038,6836274.261932552544680
"CAN",2003,1607282.579640093759633315,556692945.7187067229052856
"CHE",2003,433.282885064470501015,195089.5652746155180443
"CHL",2003,82843.764036338904351863,26192916.4055352501992295
"CHN",2003,261761.495223080421780094,89970955.805815380738251
"CIV",2003,86282.29678784475931043,33321766.532954697886957
"CMR",2003,25344.84635711858043742,13440203.954846340731373
"COD",2003,274739.99936612629730866,142689618.463124654884005
"COG",2003,18514.84251835062193805,9712906.692985570586269
"COL",2003,122417.14483392266782932,59678844.6499227213727395
"COM",2003,26.65331394628417877,12437.131238854566035
"CPV",2003,8.925222414325084,0.0
"CRI",2003,8260.60775475751839436,4166373.152552615005432
"CUB",2003,6556.68391545647001849,2121605.5487665526003608
"CUW",2003,0.8279577079031033,177.2526492561897
"CYM",2003,6.32479760370334227,1672.47314558492436
"CYP",2003,25.22916781330078263,5342.6604385761913989
"CZE",2003,3925.27797130808797267,1656554.799656911860198
"DEU",2003,6448.617531416982493802,2931442.222763098690266
"DMA",2003,27.23870243605957757,15702.47274769013519
"DNK",2003,1579.713260272255147010,386542.154001453863878
"DOM",2003,10714.00158051723059470,4247803.796425347577642
"DZA",2003,3831.437113181102069876,1026669.1826521420166178
"ECU",2003,13835.72642508898753147,8224250.790770467086591
"EGY",2003,61.01187804402236118,26121.680236571368188
"ESP",2003,23315.393436019181278286,6903012.7986882104334011
"EST",2003,5632.561978607166876306,1366104.177611381261059
"ETH",2003,13936.04122350381554669,6524728.901617957709728
"FIN",2003,89696.551154812871789102,16480034.6583590409899922
"FJI",2003,1572.23590400383744850,780956.207462870996093
"FRA",2003,26393.334176951100125715,9844093.4131062435265919
"GAB",2003,16845.22030958790254324,9855373.394411136715832
"GBR",2003,1875.167369668168376749,601649.6964531605190485
"GEO",2003,292.002685029047249426,109161.613528819380681
"GHA",2003,24955.24902474184046130,10104210.8636993082165375
"GIN",2003,9229.45800857302586757,3503326.915174262794358
"GLP",2003,76.87749933859485447,30173.660662318948062
"GMB",2003,10.56543664551432328,3438.308964878333742
"GNB",2003,1021.87736427069831119,324497.794332963547584
"GNQ",2003,1961.18753627396232961,1189088.320797448032670
"GRC",2003,2562.535173611339601876,593446.67087980545736875
"GRD",2003,71.34625369097057532,37312.33487400876228
"GTM",2003,98173.67565441821816353,37111592.5443984077030973
"GUF",2003,1889.08160142950037329,1384170.714331491546818
"GUY",2003,7418.60694321710346381,4565139.746033679157908
"HKG",2003,7.05723935487955900,3422.346270133873532
"HND",2003,33624.77327500436230051,14391193.565125493826314
"HRV",2003,1738.980492080118961495,610922.31743792671218584
"HTI",2003,1070.16207484906360126,384122.880749251614637
"HUN",2003,5733.022732729834515511,2062624.719470451863592
"IDN",2003,544810.29664145703361061,427375749.2001616206994482
"IMN",2003,1.81729803304253520,522.674938401463761
"IND",2003,47750.63814666487920597,23489529.1860052204391536
"IRL",2003,2262.86518220478821371,966534.519235054173861
"IRN",2003,326.675020603674690995,77010.414299936614686
"IRQ",2003,19.61672494825738263,8989.7935101353873899
"ISR",2003,30.17165819324760956,6653.143779485248532
"ITA",2003,3613.191038399731700626,924772.2271160587474363
"JAM",2003,1029.27403435287922569,457307.3854931293015037
"JOR",2003,0.06525960308485244,6.1344639306009725
"JPN",2003,19747.364254437022820538,7660006.0733870015980308
"KAZ",2003,3351.85890071790109269,632977.1825218912778159
"KEN",2003,13552.81075698624854023,6251008.6359641956533266
"KGZ",2003,110.789560377517367416,21514.364920526519253
"KHM",2003,56839.54350300718132575,27791870.5967624181680254
